time,ankle_angle,ground_force_x,ground_force_y,ground_force_z,simulated_act_force,heel_strike,midfoot_strike,toe_strike
3.485,0.00568401322398937,-70.33898155468705,479.2468705634461,-15.49784628714589,47.0,1,1,0
3.49,0.009179217996021949,-77.36468942154569,517.9365773917931,-18.73617404490081,51.0,1,1,0
3.495,0.01339092370170325,-83.7745285554911,550.1264666968942,-21.72849144145562,55.0,1,1,0
3.5,0.01825400227468732,-89.4739791121086,577.2251472070441,-24.38262831795691,57.0,1,1,0
3.505,0.02372469145293199,-94.60194965439526,602.1328385616509,-27.09417247255482,60.0,1,1,1
3.51,0.02973636092245679,-98.46581892656825,625.0298107756483,-29.86731694487781,62.0,1,1,1
3.515,0.0361650105847493,-101.0556356354954,644.6554063207668,-32.45673649182462,64.0,1,1,1
3.52,0.04286700338530247,-102.5914528359378,661.9896542081244,-35.16801122567897,66.0,1,1,1
3.525,0.04972082724530291,-103.156272837092,678.9858021985583,-37.78575683126334,67.0,1,1,1
3.53,0.0565910211115378,-102.6610011538022,694.7166188321048,-40.29848929370806,69.0,1,1,1
3.535,0.06333132458292934,-101.5075806650486,709.2553758913617,-41.95989316984175,70.0,1,1,1
3.54,0.0699552321376039,-99.48679070569264,727.2386919283166,-43.12392425924347,72.0,1,1,1
3.545,0.07662423439006305,-96.78016982606869,749.3453832715611,-44.52918659016407,74.0,1,1,1
3.55,0.08337153889797189,-94.27237504582594,766.0318018240869,-45.22786837390654,76.0,1,1,1
3.555,0.08997921156520872,-91.47891919373834,773.3526238451401,-45.45255046758683,77.0,1,1,1
3.56,0.0961978270223326,-88.45050232186892,778.0869068611264,-45.87661725794952,77.0,1,1,1
3.565,0.10197131252252,-85.6857348457784,783.2711588048418,-46.28873310003894,78.0,1,1,1
3.57,0.1073795249264566,-83.00789565096532,786.890442731744,-46.56767835028811,78.0,1,1,1
3.575,0.1124557531179385,-80.39225530332307,788.2964003501387,-46.92395038813012,78.0,1,1,1
3.58,0.1171945854801162,-77.94551150818855,787.9687270882243,-47.28956139869451,78.0,1,1,1
3.585,0.121604542546153,-75.66370674695268,786.1002359749399,-47.64072828342659,78.0,1,1,1
3.59,0.1257087335308271,-73.44462200623903,782.7392313436375,-47.98241094265082,78.0,1,1,1
3.595,0.1295267612211592,-71.29251036273803,777.8931743086107,-48.2909990874336,77.0,1,1,1
3.6,0.1330759633486753,-69.24520545442614,771.5912336736789,-48.48021071778067,77.0,1,1,1
3.605,0.1363742024061576,-67.304049319959,763.956099975419,-48.5179968906413,76.0,1,1,1
3.61,0.1394382470732913,-65.4618990200904,755.1119000385263,-48.31783914875621,75.0,1,1,1
3.615,0.1422846320112157,-63.69204561098582,745.1201428958741,-47.82760113022385,74.0,1,1,1
3.62,0.1449299719836969,-62.01076233124915,734.1352797039459,-47.02642174588419,73.0,1,1,1
3.625,0.1473901028155495,-60.39512642125738,722.3580269759632,-45.90577131628473,72.0,1,1,1
3.63,0.1496807056797159,-58.78905967352258,710.0086652037924,-44.48805776198348,71.0,1,1,1
3.635,0.1518174317572346,-57.16189903920265,697.3203411352852,-42.81730192863086,69.0,1,1,1
3.64,0.1538148419474415,-55.47219172375717,684.5164078655814,-40.95652469128632,68.0,1,1,1
3.645,0.155686243191677,-53.69043677281396,671.8322855344164,-38.99047456598307,67.0,1,1,1
3.65,0.1574417018879216,-51.81197097408307,659.4631556716655,-36.99333506305574,65.0,1,1,1
3.655,0.1590896371106217,-49.86119466587243,647.5800777463334,-35.0790375723701,64.0,1,1,1
3.66,0.160635143626886,-47.87627985147456,636.3126584844429,-33.30296293951578,63.0,1,1,1
3.665,0.1620822036312471,-45.90538271784249,625.7431800612408,-31.74869111038878,62.0,1,1,1
3.67,0.1634336641652564,-44.00537437954166,615.924332825646,-30.44549821851916,61.0,1,1,1
3.675,0.1646928121161176,-42.21884399195444,606.853964537629,-29.39787445255181,60.0,1,1,1
3.68,0.1658643200852959,-40.57702482143074,598.5132171735958,-28.60501501699029,59.0,1,1,1
3.685,0.1669538148487231,-39.07694475832903,590.8259453321084,-28.03173249463899,59.0,1,1,1
3.69,0.1679692311065323,-37.71211384001347,583.698482563114,-27.65557566550684,58.0,1,1,1
3.695,0.1689194260561256,-36.46099574766714,577.0822645102287,-27.4524195772671,57.0,1,1,1
3.7,0.1698142347612432,-35.28475607462662,571.0219829723167,-27.4001907502499,57.0,1,1,1
3.705,0.1706637442570907,-34.11825204471967,565.5207847408569,-27.46867665975459,56.0,1,1,1
3.71,0.1714810512454444,-32.90507468140117,560.5292869128991,-27.63229110182831,56.0,1,1,1
3.715,0.1722813025947501,-31.65800816532313,556.0476568989673,-27.86828202169689,55.0,1,1,1
3.72,0.1730775622300909,-30.34005008021572,552.1242354987003,-28.13504580823743,55.0,1,1,1
3.725,0.1738784950315386,-28.87639882165517,548.8684100778967,-28.4188686698981,54.0,1,1,1
3.73,0.1746882448998038,-27.29120243836763,546.3325188447424,-28.68599255972129,54.0,1,1,1
3.735,0.1755117551331752,-25.58358633283253,544.5335670110306,-28.92655378245222,54.0,1,1,1
3.74,0.1763549964825423,-23.77268952138824,543.4850494042843,-29.10354966938778,54.0,1,1,1
3.745,0.1772238234399456,-21.89230478679341,543.2215035401963,-29.18948360561026,54.0,1,1,1
3.75,0.1781231023821706,-19.94436671866881,543.7240804515047,-29.16421199928581,54.0,1,1,1
3.755,0.1790569519343479,-17.91903703447983,544.9791682970906,-29.00144080271712,54.0,1,1,1
3.76,0.1800289116701517,-15.80216806289923,546.9442929052436,-28.698945766522,54.0,1,1,1
3.765,0.1810424371281424,-13.56947875616,549.6132210596734,-28.27176642993947,54.0,1,1,1
3.77,0.1821029162205215,-11.19328604150215,552.9570294628656,-27.74405253254852,55.0,1,1,1
3.775,0.1832173600025488,-8.671069403223337,556.942724361742,-27.20970905845367,55.0,1,1,1
3.78,0.18439571449248,-6.033082800492415,561.5233950361961,-26.68607333161881,56.0,1,1,1
3.785,0.1856495381252226,-3.303564646456103,566.6528438900723,-26.27762792502137,56.0,1,1,1
3.79,0.1869904714864522,-0.5283021623225199,572.2886560625248,-26.03320123443655,57.0,1,1,1
3.795,0.1884298895446815,2.22910503097636,578.3806738853061,-25.98075539011454,57.0,1,1,1
3.8,0.1899798073159907,4.954522340796736,584.9178940139575,-26.15767531292324,58.0,1,1,1
3.805,0.1916523714206,7.622684335387525,591.9399883347298,-26.55055261101002,59.0,1,1,1
3.81,0.1934631914974726,10.23145014708365,599.5419211732292,-27.14043244453882,59.0,1,1,1
3.815,0.1954308378003152,12.80986139303858,607.7176182692726,-27.86099257982619,60.0,1,1,1
3.82,0.1975721993406766,15.38747471514858,616.4262667497562,-28.68265500426716,61.0,1,1,1
3.825,0.199898807730101,18.02801741749936,625.7139381169902,-29.50208091868312,62.0,1,1,1
3.83,0.2024099548776079,20.76924307522765,635.5784335345281,-30.28144674411982,63.0,1,1,1
3.835,0.2050996355307551,23.64804382964084,645.9135633273161,-30.99022876534221,64.0,1,1,1
3.84,0.2079533094624318,26.69587881363374,656.6041854311223,-31.60176268541389,65.0,1,1,1
3.845,0.2109526534362589,29.88111302935864,667.5849371434435,-32.1084660722136,66.0,1,1,1
3.85,0.2140768683035258,33.18147321180042,678.8055002802398,-32.55430233804686,67.0,1,1,1
3.855,0.2173053308662629,36.53251054551342,690.2000129449867,-32.96502197464693,69.0,0,1,1
3.86,0.22061091485091,39.86021845583133,701.7073876787548,-33.37601018844695,70.0,0,1,1
3.865,0.2239614663443824,43.12954803396461,713.2884334220139,-33.82290140577786,71.0,0,1,1
3.87,0.2273196707566038,46.30815625622002,724.9128459645979,-34.30715982565025,72.0,0,1,1
3.875,0.2306474804683442,49.40121241554064,736.4949935283053,-34.86983380090054,73.0,0,1,1
3.88,0.2339041180293839,52.40894361561353,747.9702309437087,-35.48298178659022,74.0,0,1,1
3.885,0.237046470648988,55.39591310214562,759.3610579064034,-36.14144548636281,75.0,0,1,1
3.89,0.2400273167610499,58.40326394071631,770.6854397124544,-36.82082512477129,77.0,0,1,1
3.895,0.2427997354475255,61.44457769967656,781.5570448277703,-37.49924640740358,78.0,0,1,1
3.9,0.2453202095225195,64.5677545633415,791.6183020105661,-38.15195151619918,79.0,0,1,1
3.905,0.2475449625441863,67.81962555882379,800.782449189865,-38.75721301628874,80.0,0,1,1
3.91,0.2494292635736292,71.18325831066281,808.879218299098,-39.29692818403032,80.0,0,1,1
3.915,0.2509289488855474,74.67746268696267,815.7461792169393,-39.77406982123742,81.0,0,1,1
3.92,0.2520013815741466,78.30501090745963,821.2096387916142,-40.16951606812849,82.0,0,1,1
3.925,0.2526052200832409,82.03165433596911,825.1680873377398,-40.51854083594024,82.0,0,1,1
3.93,0.2527022474084795,85.84866059751226,827.534409264015,-40.8150889760859,82.0,0,1,1
3.935,0.25225676056293,89.71386629781689,828.2017136516375,-41.0327235312297,82.0,0,1,1
3.94,0.251246367446449,93.59244974346043,827.1164224706572,-41.20776385085234,82.0,0,1,1
3.945,0.2496589214975578,97.42828841798928,824.1189982600632,-41.16701153074462,82.0,0,1,1
3.95,0.2474969917248659,101.1743904688884,819.1263345009335,-40.89737973464552,81.0,0,1,1
3.955,0.2447637708497701,104.9125622761318,812.0125421873638,-40.3265267805355,81.0,0,1,1
3.96,0.2414210508423436,108.5922260958918,802.6104964595509,-39.27924532842717,80.0,0,1,1
3.965,0.2374047597044252,112.1544203575624,790.6673043577921,-37.53719502181967,79.0,0,1,1
3.97,0.2326867910344383,115.7892117287096,776.1177818658838,-35.44685571497754,77.0,0,1,1
3.975,0.2272832182804773,119.0815540901269,759.0479357952061,-32.56434486945371,75.0,0,1,1
3.98,0.2212703110602315,121.9758421370991,739.7966627503001,-29.16841525049787,73.0,0,1,1
3.985,0.2147374619814467,124.5095517082071,718.7334465308875,-25.97375257172233,71.0,0,0,1
3.99,0.2077186928374762,126.133015823659,695.450410120331,-22.43203155821079,69.0,0,0,1
3.995,0.2001918069209786,126.9791401857112,669.1718533208141,-18.98514089507887,66.0,0,0,1
4.0,0.1920904231227687,127.0173057349452,639.0101990240389,-15.92047404844015,63.0,0,0,1
4.005,0.1833568480504484,125.8556785677673,604.1584276732428,-12.79757797293776,60.0,0,0,1
4.01,0.1739453664759996,123.4886430700209,564.9771547581857,-9.86212505670686,56.0,0,0,1
4.015,0.1638113150878959,120.8089821265532,521.3295367257125,-6.683733163171583,52.0,0,0,1
4.02,0.1529507806048084,117.6164160011165,469.9539210766465,-3.010802989287908,46.0,0,0,1
4.025,0.1414457209325884,111.8124401622895,403.1167613742694,0.392938446175517,40.0,0,0,1
4.03,0.1295212637376817,103.7642721614914,321.3182564254681,4.165724949145837,32.0,0,0,1
4.035,0.1172414155007816,94.88800164405869,246.8869676629505,7.4821748179765,24.0,0,0,1
4.04,0.1045414612514222,85.23058426281159,203.9653228260152,10.27727829051149,20.0,0,0,1
4.045,0.09162397983293757,77.30098786088905,187.3147956248786,12.11748115507127,18.0,0,0,1
4.05,0.07800634020014996,72.63371637467245,175.6514246294121,12.36396253887356,17.0,0,0,1
4.055,0.06267530621665596,66.4292190796594,171.7204556990873,12.64189714358592,17.0,0,0,1
4.06,0.04522688895965066,56.46246227273628,170.2868290875729,12.00903203555046,17.0,0,0,1
4.065,0.02563012601025028,47.996302167639,168.45090028931,10.67368615247977,16.0,0,0,1
4.07,0.004161150100506883,40.14964148798572,163.2448874380716,9.049856831084437,16.0,0,0,1
4.075,-0.01867901278909506,32.32416163518771,151.9454172371341,7.358562712727267,15.0,0,0,1
4.08,-0.041973141848759,24.17304582299793,132.2679631450693,6.116578908917869,13.0,0,0,1
4.085,-0.06481068468036294,17.63155833347972,105.4089070133015,4.191952798653558,10.0,0,0,1
4.09,-0.0868056552324607,11.17721814580972,76.35564045769912,1.636722776672153,7.0,0,0,1
4.095000000000001,-0.107780309994081,2.216811675819177,48.05132405433216,1.78293793640187,4.0,0,0,1
4.1,-0.1270707864956819,-7.372491887174564,21.92150252062769,3.570558998830276,2.0,0,0,1
4.105,-0.1432615754846651,-0.7492595458964579,0.814479247857542,0.2045885199958096,0.0,0,0,0
4.11,-0.1563030658567207,0.05517568047033796,-0.05190270127235513,-0.00991105747763438,-1.0,0,0,0
4.115,-0.168147178662321,0.1425531569694066,-0.1237606179036339,-0.01883448466575239,-1.0,0,0,0
4.12,-0.1795507095678164,-0.01542240350726556,0.01234868501051725,0.00153080222867477,0.0,0,0,0
4.125,-0.1892061911859936,0.07043031103720516,-0.05103789803003232,-0.004284273255825488,-1.0,0,0,0
4.13,-0.1963842920066645,0.04150206684848821,-0.02756153150460774,-0.001432645197497269,-1.0,0,0,0
4.135,-0.2016090388600131,-0.001404348574039495,0.0008711743209479124,3.193024399876089e-05,0.0,0,0,0
4.140000000000001,-0.2051820476301207,-0.05522794040183023,0.03214155378042776,0.0008528590498130796,0.0,0,0,0
4.145,-0.2068128150219463,-0.05935145284398582,0.03241554395855627,0.0004623863934740875,0.0,0,0,0
4.15,-0.206459914100458,-0.0539671934501136,0.02784555891591206,0.0001127436311225338,0.0,0,0,0
4.155,-0.2044078328391499,-0.04555014801264874,0.02236348784745523,-3.577497120701698e-05,0.0,0,0,0
4.16,-0.2008571643754403,-0.0364553782416864,0.01709957784796267,-8.389938697905304e-05,0.0,0,0,0
4.165,-0.1958847593734446,-0.02901740163580892,0.01304706299891819,-9.558089167360498e-05,0.0,0,0,0
4.17,-0.1896529892695224,-0.02396174058126638,0.01037348220764758,-8.265837256591167e-05,0.0,0,0,0
4.175,-0.1823788011579578,-0.02080877546002198,0.008708366948162816,-5.794564596013536e-05,0.0,0,0,0
4.18,-0.174238679928667,-0.01914243252967862,0.007769695407891779,-3.162619471366695e-05,0.0,0,0,0
4.185,-0.1653906379085098,-0.01874246433873982,0.007400923688311482,-3.838264643538597e-06,0.0,0,0,0
4.19,-0.1559941269346634,-0.0195788993456929,0.007543708769905784,3.025729723845584e-05,0.0,0,0,0
4.195,-0.1461970621701559,-0.02177346446036778,0.008206817546594877,7.575644796188503e-05,0.0,0,0,0
4.2,-0.1361209488665964,-0.02568346988841771,0.009492306584910494,0.0001405786034612012,0.0,0,0,0
4.205,-0.1258777789136659,-0.03194863780417377,0.01160230689036578,0.0002376942301833979,0.0,0,0,0
4.21,-0.1155576496064183,-0.04161981264559222,0.01487929174943421,0.0003870744356071853,0.0,0,0,0
4.215,-0.1052385037466542,-0.05632061865918448,0.01985399652787544,0.0006177190862394658,0.0,0,0,0
4.220000000000001,-0.09497869066513387,-0.078518677011859,0.02733300287305161,0.0009724831321359586,0.0,0,0,0
4.225,-0.08482863761170001,-0.1118174481808068,0.03848634864364536,0.00151009540125706,0.0,0,0,0
4.23,-0.07482427043718964,-0.1613705951425284,0.05497783384889986,0.002308349759311561,0.0,0,0,0
4.235,-0.06499547504599168,-0.2341821831691751,0.07904905081563478,0.003456131602797266,0.0,0,0,0
4.24,-0.0553630289693241,-0.3393905029068833,0.1136023825311187,0.005036106210474353,0.0,0,0,0
4.245,-0.04594421139394039,-0.4880315140490194,0.1621030495844295,0.00708485727322221,0.0,0,0,0
4.25,-0.03675269757846222,-0.6928344346854218,0.2285041071506841,0.009537593795664613,0.0,0,0,0
4.255,-0.0278012571052268,-0.9667581682288745,0.3167523988864026,0.01214539944994899,0.0,0,0,0
4.26,-0.019103264268717,-1.321857015581988,0.4304415390454856,0.01442541555490488,0.0,0,0,0
4.265000000000001,-0.01067413486404967,-1.766290171267183,0.5718705915012794,0.01559414088716593,0.0,0,0,0
4.27,-0.002532182865618959,-2.300551734032685,0.7409420007405096,0.01463146121923975,0.0,0,0,0
4.275,0.00530497990697798,-2.913115821613217,0.9338085098126435,0.01036224110615769,0.0,0,0,0
4.28,0.01281211327196641,-3.584198386741127,1.14417229146306,0.001633049913671249,0.0,0,0,0
4.285,0.0199571173130193,-4.285551592439225,1.363190503796321,-0.01246907837445013,0.0,0,0,0
4.29,0.02670066924482084,-4.985650107068799,1.58110308647083,-0.0325579961835577,0.0,0,0,0
4.295,0.0329994632228453,-5.653775379264835,1.788528043584276,-0.05881944687672749,0.0,0,0,0
4.3,0.03879533650075673,-6.270226077484311,1.979666292425422,-0.09101135554731561,0.0,0,0,0
4.305,0.04403054982005228,-6.804916545364335,2.145240786841856,-0.1282428746796955,0.0,0,0,0
4.31,0.04866008280421241,-7.210533598259569,2.270746306249944,-0.1684807214025306,0.0,0,0,0
4.315,0.05262914488837833,-7.456397140337542,2.347232740937704,-0.2087183305720896,0.0,0,0,0
4.32,0.05589028618008429,-7.473322577564018,2.353072137277595,-0.244029447630125,0.0,0,0,0
4.325,0.05842338036105577,-7.173771022036711,2.260497741041736,-0.2676485472897088,0.0,0,0,0
4.33,0.06023728216960211,-6.49760521640634,2.050167289171344,-0.2722990774440232,0.0,0,0,0
4.335,0.06135327038860838,-5.43041804933764,1.716535033636562,-0.2517030586788925,0.0,0,0,0
4.34,0.06184097189465632,-4.042762450968271,1.280709989118676,-0.2045520200914854,0.0,0,0,0
4.345000000000001,0.06179001223477565,-2.555720344642648,0.8117627976125015,-0.1395714488205359,0.0,0,0,0
4.35,0.06130540352097869,-1.270260685545996,0.4047769314388122,-0.07408847921743654,0.0,0,0,0
4.355,0.06048611347094823,-0.4212584548739214,0.1347975397328307,-0.02593848858349869,0.0,0,0,0
4.36,0.05939353408149672,-0.02417856454822744,0.007790479636821963,-0.001475953532683698,0.0,0,0,0
4.365,0.05807878978475456,-0.004662951655975175,0.001516696032160086,-0.0002451286782879699,0.0,0,0,0
4.37,0.05658169740373953,-0.003056892095499846,0.0009999732856318625,-0.0001676078364679311,0.0,0,0,0
4.375,0.05493307573350292,-0.001595287458793207,0.0005261386486556747,-8.827008853613874e-05,0.0,0,0,0
4.38,0.05317066474005705,-0.000755238672728415,0.000252036225450238,-3.994017028605005e-05,0.0,0,0,0
4.385,0.05133717300168827,-0.0005372992936616683,0.0001817930010005679,-2.349994418903511e-05,0.0,0,0,0
4.390000000000001,0.04947489828761342,-0.001341727020831984,0.0004580525152448671,-4.91914379842425e-05,0.0,0,0,0
4.395,0.04762777544980057,-0.005952066224214316,0.002054545783527115,-0.000213381382376086,0.0,0,0,0
4.4,0.04583474115533703,-0.02564713463347095,0.008977982603745278,-0.0009311988217500363,0.0,0,0,0
4.405,0.04412734350181846,-0.09078129373550728,0.03230092453774282,-0.003296848730503163,0.0,0,0,0
4.41,0.04253331271310579,-0.2550515194878086,0.09243995448572472,-0.009039495619917832,0.0,0,0,0
4.415,0.04107988854948041,-0.5723066602676224,0.2117295663408689,-0.0192551211419269,0.0,0,0,0
4.42,0.03978367523414916,-1.047798079343113,0.3963651741044752,-0.03252634167606747,0.0,0,0,0
4.425,0.03865041666724534,-1.607767865007842,0.6227874534627519,-0.04466071805719101,0.0,0,0,0
4.43,0.03767337023639217,-2.12860166072143,0.8455025920734625,-0.05105172060909301,0.0,0,0,0
4.435,0.03686359226277158,-2.505751248667259,1.021902221743828,-0.04960616899054631,0.0,0,0,0
4.44,0.0362336023927512,-2.698743375134764,1.131404724602273,-0.04156112282706727,0.0,0,0,0
4.445,0.03576815621550833,-2.730537726240623,1.178164157847177,-0.0299235480188353,0.0,0,0,0
4.45,0.03548213334104222,-2.665391986367054,1.184924827331748,-0.01769027431677839,0.0,0,0,0
4.455,0.03543385200280502,-2.570169565556136,1.178666975716729,-0.00660518988150483,0.0,0,0,0
4.46,0.03562199849882952,-2.49163234764488,1.18108457600712,0.003004177303593094,0.0,0,0,0
4.465,0.03599042051651791,-2.472066083795734,1.214324399770179,0.0116753461985872,0.0,0,0,0
4.470000000000001,0.03669700781239738,-2.569770804874025,1.311304409279477,0.02146820648787783,0.0,0,0,0
4.475,0.03805766973048252,-2.845291699470749,1.516711312465501,0.03825502369509257,0.0,0,0,0
4.48,0.04021340297515574,-3.36959565552103,1.905326679046947,0.0770727192447124,0.0,0,0,0
4.485,0.04284386714944022,-4.216972815120263,2.590886003656692,0.1639126714314387,0.0,0,0,0
4.49,0.04374665147110335,-5.324922638430552,3.646604091660337,0.3222158820113418,0.0,0,0,0
